Daily Time Spent on Site,Age,Area Income,Daily Internet Usage,Gender,Clicked on Ad,Hour,Day,Month,Year,Interaction
55.6,35.0,42993.48,219.91,0,No,1,18,7,2016,12226.996000000001
61.22,45.0,59610.81,137.24,1,Yes,12,5,3,2016,8401.8328
69.62,22.0,41521.28,210.87,1,No,0,25,6,2016,14680.769400000001
75.84,28.0,71222.4,139.01,0,No,7,8,2,2016,10542.518399999999
65.65,24.0,52252.91,182.2,0,No,22,28,4,2016,11961.43
37.0,25.0,50671.6,178.85,1,No,15,7,4,2016,6617.45
74.54,41.0,51510.18,137.24,1,Yes,11,13,5,2016,10229.869600000002
55.6,31.0,39799.73,240.64,1,No,14,21,6,2016,13379.583999999999
88.12,26.0,64564.07,227.63,1,No,18,8,3,2016,20058.7556
66.08,27.0,66200.96,201.58,0,No,22,8,1,2016,13320.4064
49.42,41.0,50506.44,167.22,0,No,23,30,3,2016,8264.0124
80.47,38.0,70582.55,206.98,1,Yes,6,17,5,2016,16655.6806
44.15,42.0,57868.44,129.8,1,Yes,11,13,5,2016,5730.67
55.6,54.0,38609.2,182.2,0,No,20,31,3,2016,10130.32
70.29,45.0,57739.03,138.71,1,No,13,29,6,2016,9749.925900000002
34.78,32.0,69481.85,172.83,1,No,22,28,4,2016,6011.027400000001
56.3,29.0,47314.45,202.61,1,No,8,19,7,2016,11406.943
46.61,43.0,57868.44,163.48,0,Yes,21,17,4,2016,7619.8027999999995
85.84,25.0,50671.6,141.89,1,No,9,24,5,2016,12179.837599999999
80.51,50.0,43974.49,123.13,0,Yes,7,4,4,2016,9913.1963
79.54,41.0,59243.46,112.52,1,Yes,11,13,5,2016,8949.8408
46.61,50.0,43974.49,123.13,0,Yes,7,4,4,2016,5739.0893
74.54,42.0,60514.05,238.58,0,Yes,14,19,5,2016,17783.753200000003
51.24,45.0,59886.58,124.67,0,Yes,15,15,4,2016,6388.0908
84.73,51.0,57868.44,178.75,0,Yes,3,16,6,2016,15145.487500000001
66.18,23.0,61617.98,172.81,1,No,11,3,4,2016,11436.565800000002
51.24,36.0,29398.61,141.52,0,Yes,16,3,1,2016,7251.484800000001
60.23,50.0,43870.51,226.79,0,Yes,21,9,5,2016,13659.561699999998
84.76,40.0,40468.53,167.22,0,No,20,31,3,2016,14173.567200000001
59.59,34.0,34191.23,183.82,0,Yes,4,27,4,2016,10953.8338
55.6,35.0,25603.93,236.87,0,No,6,11,6,2016,13169.972
59.51,32.0,33293.78,233.04,0,Yes,21,27,6,2016,13868.2104
80.3,27.0,66618.21,176.98,0,No,10,21,7,2016,14211.493999999999
79.52,43.0,39616.0,157.04,0,Yes,21,9,5,2016,12487.8208
80.3,52.0,33951.63,117.75,1,Yes,2,16,6,2016,9455.324999999999
51.56,29.0,53431.35,208.05,0,No,0,14,1,2016,10727.058
47.64,60.0,59448.44,218.61,0,No,0,9,3,2016,10414.5804
50.33,31.0,39799.73,207.17,0,No,14,21,6,2016,10426.8661
41.73,28.0,75044.35,207.17,0,No,22,26,2,2016,8645.204099999999
43.6,35.0,39840.55,236.87,0,Yes,18,27,1,2016,10327.532000000001
65.56,52.0,33951.63,231.95,1,No,4,3,7,2016,15206.642
75.55,26.0,53336.76,143.79,1,No,15,1,1,2016,10863.334499999999
42.6,31.0,56180.93,207.17,0,No,14,21,6,2016,8825.442
75.42,32.0,55424.24,178.92,1,No,3,9,1,2016,13494.1464
65.65,30.0,58677.69,184.88,0,No,20,5,1,2016,12137.372000000001
40.04,34.0,40183.75,168.34,0,No,0,11,3,2016,6740.3336
78.36,43.0,36752.24,157.04,0,Yes,23,16,1,2016,12305.6544
68.18,31.0,56180.93,207.17,1,No,16,5,1,2016,14124.8506
39.96,45.0,59886.58,124.67,0,Yes,12,5,3,2016,4981.8132000000005
66.08,52.0,33951.63,229.12,1,Yes,6,24,3,2016,15140.2496
35.61,35.0,48918.55,244.91,0,No,20,5,1,2016,8721.2451
73.1,26.0,70203.74,222.35,0,No,13,15,5,2016,16253.784999999998
55.6,39.0,38067.08,230.52,0,No,22,26,2,2016,12816.912
55.6,30.0,57877.15,172.83,0,No,10,29,6,2016,9609.348000000002
40.04,34.0,40183.75,160.03,0,Yes,4,27,4,2016,6407.6012
55.6,35.0,66187.58,236.87,0,Yes,3,21,6,2016,13169.972
60.23,43.0,51119.93,198.45,1,Yes,21,3,4,2016,11952.643499999998
44.78,38.0,57868.44,130.83,1,Yes,2,22,4,2016,5858.567400000001
55.6,24.0,52252.91,182.2,0,Yes,16,3,1,2016,10130.32
54.97,29.0,53431.35,158.56,0,Yes,19,3,2,2016,8716.0432
59.51,30.0,48918.55,219.94,0,No,20,5,1,2016,13088.6294
67.56,54.0,53188.69,269.96,1,Yes,16,3,1,2016,18238.4976
47.64,29.0,69718.19,208.05,0,No,22,19,6,2016,9911.502
51.87,29.0,68448.94,120.49,1,No,20,4,4,2016,6249.8162999999995
41.73,26.0,68030.18,228.78,1,No,19,8,1,2016,9546.989399999999
46.14,30.0,57877.15,113.69,1,Yes,6,9,3,2016,5245.6566
82.07,41.0,63363.04,158.42,1,Yes,23,31,5,2016,13001.529399999998
41.73,28.0,49282.87,217.37,1,No,6,22,3,2016,9070.8501
34.78,30.0,56694.12,213.7,0,No,13,15,5,2016,7432.486
80.51,22.0,46868.53,121.07,1,No,4,3,7,2016,9747.3457
65.4,29.0,69646.35,200.71,0,No,22,19,6,2016,13126.434000000001
66.18,31.0,56180.93,204.79,0,No,7,3,1,2016,13553.0022
65.59,31.0,78119.5,199.79,0,No,15,15,4,2016,13104.2261
74.06,42.0,59243.46,143.13,1,No,14,8,2,2016,10600.2078
39.3,24.0,64698.58,184.88,1,Yes,16,5,1,2016,7265.784
80.31,31.0,61840.26,207.17,1,Yes,2,16,6,2016,16637.8227
41.73,28.0,71222.4,217.37,0,Yes,7,8,2,2016,9070.8501
81.75,49.0,40763.13,168.34,0,No,0,11,3,2016,13761.795
43.6,39.0,55121.65,236.87,0,No,7,3,1,2016,10327.532000000001
81.98,50.0,43974.49,187.09,1,Yes,8,20,3,2016,15337.638200000001
81.75,19.0,69646.35,153.76,0,No,1,18,7,2016,12569.88
74.58,31.0,56180.93,204.79,0,No,11,19,5,2016,15273.2382
55.6,54.0,52252.91,182.2,0,No,20,31,3,2016,10130.32
80.3,39.0,65953.76,221.79,1,Yes,5,16,4,2016,17809.736999999997
75.42,26.0,35521.88,228.78,1,No,12,15,2,2016,17254.5876
44.72,33.0,68094.85,120.75,0,No,21,12,5,2016,5399.94
79.52,43.0,73538.09,163.48,0,Yes,21,9,5,2016,12999.929599999998
81.75,37.0,67132.46,158.56,0,No,21,17,4,2016,12962.28
89.05,34.0,43974.49,191.14,1,Yes,5,1,4,2016,17021.017
55.6,24.0,52252.91,182.2,0,Yes,22,3,3,2016,10130.32
47.64,29.0,49850.52,216.49,0,No,16,16,1,2016,10313.5836
59.59,33.0,43974.49,148.61,0,Yes,21,12,5,2016,8855.6699
59.51,30.0,38817.4,244.91,0,No,13,27,2,2016,14574.594099999998
83.71,44.0,74180.05,187.76,0,Yes,4,23,1,2016,15717.389599999999
48.86,36.0,61610.05,140.46,0,Yes,16,3,1,2016,6862.8756
55.6,39.0,35253.98,123.86,0,No,22,15,1,2016,6886.616
71.84,44.0,56782.18,160.49,0,No,7,3,1,2016,11529.601600000002
79.97,41.0,55121.65,236.87,0,Yes,16,15,2,2016,18942.4939
56.39,29.0,69646.35,153.76,0,Yes,2,11,1,2016,8670.526399999999
59.05,43.0,73538.09,167.86,1,Yes,23,30,3,2016,9912.133
55.6,24.0,52252.91,172.83,1,No,13,18,3,2016,9609.348000000002
80.3,37.0,53058.91,139.32,0,No,20,19,2,2016,11187.395999999999
51.87,19.0,51067.54,139.32,0,No,5,6,7,2016,7226.528399999999
76.2,33.0,39616.0,120.75,1,No,6,24,3,2016,9201.15
51.87,29.0,53431.35,195.69,1,Yes,2,16,6,2016,10150.4403
61.22,31.0,51739.63,212.87,0,No,14,21,6,2016,13031.9014
37.0,53.0,31265.75,195.89,1,No,10,8,5,2016,7247.929999999999
69.88,33.0,59785.94,168.34,0,Yes,9,20,2,2016,11763.599199999999
80.3,29.0,53431.35,129.88,0,Yes,17,18,6,2016,10429.364
33.33,45.0,67575.12,174.88,0,Yes,12,5,3,2016,5828.7504
51.24,36.0,59240.24,140.46,0,No,22,4,4,2016,7197.170400000001
46.61,50.0,43974.49,123.13,0,Yes,7,4,4,2016,5739.0893
76.56,42.0,60514.05,238.58,0,Yes,11,6,4,2016,18265.684800000003
51.56,52.0,73049.3,229.99,1,Yes,9,20,6,2016,11858.2844
82.07,41.0,57846.68,126.39,0,Yes,14,17,7,2016,10372.827299999999
40.47,27.0,36884.23,131.29,1,No,4,3,7,2016,5313.306299999999
56.01,28.0,71222.4,217.37,0,Yes,12,27,1,2016,12174.8937
67.85,39.0,42838.29,199.79,1,No,11,9,7,2016,13555.751499999998
72.01,25.0,50506.44,176.28,0,No,14,21,6,2016,12693.9228
79.97,26.0,51463.17,259.76,0,No,20,5,1,2016,20773.0072
50.63,35.0,42993.48,221.18,1,Yes,13,18,3,2016,11198.343400000002
47.48,29.0,69718.19,225.58,0,No,16,3,5,2016,10710.5384
55.6,29.0,49850.52,208.05,0,Yes,16,3,5,2016,11567.580000000002
64.24,40.0,53549.94,191.82,1,No,18,17,1,2016,12322.5168
41.73,28.0,55121.65,172.81,1,No,3,25,4,2016,7211.3613
59.59,55.0,36752.24,187.76,0,Yes,22,15,1,2016,11188.6184
80.3,49.0,39031.89,195.69,1,Yes,16,5,1,2016,15713.907
73.94,26.0,53336.76,235.29,0,No,13,15,5,2016,17397.3426
54.88,50.0,43974.49,196.77,0,Yes,21,12,5,2016,10798.7376
82.07,22.0,48335.2,139.34,0,No,20,19,2,2016,11435.6338
69.62,19.0,34191.23,203.84,1,No,0,11,3,2016,14191.340800000002
67.56,31.0,56180.93,207.17,0,No,14,19,3,2016,13996.4052
74.54,41.0,51510.18,131.72,0,Yes,17,5,1,2016,9818.408800000001
41.73,28.0,71222.4,217.37,0,No,1,26,2,2016,9070.8501
41.73,41.0,52011.0,126.39,0,Yes,16,15,2,2016,5274.2546999999995
76.2,48.0,57868.44,212.38,1,Yes,1,17,7,2016,16183.356
67.56,39.0,56180.93,207.17,1,No,3,8,7,2016,13996.4052
55.6,54.0,58677.69,140.15,0,Yes,6,31,1,2016,7792.34
37.0,30.0,58677.69,219.94,0,No,6,9,3,2016,8137.78
64.75,36.0,48335.2,141.52,0,Yes,11,5,1,2016,9163.42
49.21,30.0,74535.94,140.46,0,No,23,21,7,2016,6912.0366
54.43,39.0,48335.2,258.62,0,Yes,12,27,2,2016,14076.6866
81.59,35.0,50723.67,138.71,1,No,3,8,7,2016,11317.3489
69.62,23.0,61617.98,211.38,1,Yes,11,13,5,2016,14716.2756
83.71,42.0,34418.09,243.61,1,Yes,11,6,4,2016,20392.5931
59.05,52.0,33951.63,229.12,1,Yes,10,12,1,2016,13529.536
52.84,42.0,60514.05,238.58,0,Yes,11,6,4,2016,12606.567200000001
65.59,19.0,59448.44,124.34,1,Yes,17,23,1,2016,8155.4606
56.39,40.0,63394.41,140.46,0,Yes,13,27,2,2016,7920.539400000001
49.21,29.0,69718.19,140.67,0,Yes,0,14,1,2016,6922.3706999999995
46.31,31.0,56729.78,195.69,1,Yes,9,17,6,2016,9062.403900000001
55.6,32.0,55424.24,172.83,0,No,22,28,4,2016,9609.348000000002
67.69,40.0,44248.52,198.45,1,No,8,20,6,2016,13433.080499999998
78.84,35.0,73884.48,236.87,0,Yes,9,11,6,2016,18674.8308
89.05,55.0,67682.32,187.76,0,Yes,22,15,1,2016,16720.028
80.3,49.0,54251.78,195.69,1,Yes,20,4,4,2016,15713.907
57.24,50.0,43974.49,212.38,0,Yes,22,18,6,2016,12156.6312
40.04,23.0,61617.98,172.81,0,Yes,14,14,1,2016,6919.3124
51.3,44.0,61009.1,187.76,0,No,18,17,1,2016,9632.088
37.0,54.0,57877.15,173.49,1,Yes,5,5,4,2016,6419.13
51.87,35.0,69646.35,225.58,0,No,4,12,5,2016,11700.8346
81.98,34.0,20592.99,160.03,1,No,8,27,2,2016,13119.2594
54.39,41.0,50628.31,158.42,1,Yes,11,13,5,2016,8616.4638
69.86,33.0,39616.0,204.02,1,No,7,9,2,2016,14252.8372
80.51,38.0,50723.67,236.87,0,No,14,14,1,2016,19070.403700000003
56.39,46.0,33951.63,231.95,1,Yes,2,16,6,2016,13079.6605
80.3,37.0,23936.86,181.02,0,No,21,23,3,2016,14535.906
39.36,42.0,57868.44,243.61,1,Yes,22,9,2,2016,9588.4896
65.59,37.0,37334.78,173.43,1,Yes,7,17,2,2016,11375.273700000002
71.9,27.0,36884.23,234.75,0,No,4,3,7,2016,16878.525
48.86,31.0,59677.64,154.74,1,No,19,8,1,2016,7560.5964
55.6,39.0,61601.05,212.87,0,No,3,8,7,2016,11835.572
56.64,38.0,53922.43,147.92,1,Yes,1,17,7,2016,8378.1888
79.52,41.0,50628.31,126.39,1,Yes,23,31,5,2016,10050.532799999999
78.84,35.0,73889.99,236.87,0,No,10,29,6,2016,18674.8308
65.59,35.0,42993.48,161.16,1,Yes,14,20,6,2016,10570.484400000001
65.59,39.0,65953.76,128.62,1,No,3,8,7,2016,8436.185800000001
86.06,35.0,73889.99,226.54,1,No,20,2,7,2016,19496.0324
41.73,23.0,58151.87,222.87,0,Yes,7,8,2,2016,9300.365099999999
37.0,30.0,57877.15,172.83,0,No,13,17,2,2016,6394.71
55.6,39.0,65953.76,141.89,1,Yes,9,8,1,2016,7889.084
40.42,25.0,50671.6,241.03,1,No,2,28,4,2016,9742.4326
39.36,42.0,60514.05,243.61,0,Yes,11,6,4,2016,9588.4896
86.06,32.0,55424.24,178.92,1,No,3,9,1,2016,15397.8552
80.3,60.0,51067.54,218.61,1,Yes,16,5,1,2016,17554.383
56.3,29.0,61172.07,216.49,0,No,22,19,6,2016,12188.387
41.73,28.0,67669.06,221.94,1,No,2,28,3,2016,9261.556199999999
41.73,28.0,61840.26,207.17,1,No,14,21,6,2016,8645.204099999999
83.71,38.0,57868.44,206.98,1,Yes,7,13,2,2016,17326.295799999996
78.7,40.0,66291.67,221.98,1,Yes,0,5,7,2016,17469.826
42.32,31.0,56180.93,207.17,1,No,14,21,6,2016,8767.4344
44.4,36.0,29398.61,141.52,0,Yes,1,1,7,2016,6283.488
41.73,28.0,71222.4,217.37,0,No,1,26,2,2016,9070.8501
43.49,37.0,23936.86,109.29,1,Yes,2,16,6,2016,4753.0221
70.39,27.0,36884.23,168.92,1,No,4,3,7,2016,11890.2788
81.98,50.0,43974.49,123.13,0,Yes,7,4,4,2016,10094.197400000001
56.39,60.0,54251.78,218.61,1,Yes,7,22,6,2016,12327.4179
59.51,29.0,69646.35,115.6,0,Yes,7,13,7,2016,6879.356
80.51,55.0,57014.84,187.76,1,Yes,23,30,3,2016,15116.5576
70.39,27.0,66815.54,168.92,1,No,4,3,7,2016,11890.2788
80.3,49.0,40763.13,195.69,1,Yes,20,4,4,2016,15713.907
49.21,29.0,60953.93,200.71,0,Yes,21,12,5,2016,9876.939100000001
49.21,30.0,66359.32,111.94,1,No,13,18,3,2016,5508.5674
42.04,37.0,67132.46,181.02,0,No,20,19,2,2016,7610.080800000001
80.3,49.0,45632.51,168.34,0,Yes,7,8,2,2016,13517.702
80.46,25.0,35521.88,245.89,1,No,15,7,4,2016,19784.3094
43.49,37.0,68448.94,217.37,1,No,7,14,6,2016,9453.4213
59.51,30.0,57877.15,219.94,0,No,10,29,6,2016,13088.6294
89.05,49.0,57868.44,187.76,1,Yes,23,31,5,2016,16720.028
54.88,26.0,51463.17,185.46,0,No,20,19,2,2016,10178.044800000001
57.51,31.0,39699.13,106.86,0,No,7,3,1,2016,6145.518599999999
89.05,50.0,57868.44,123.13,0,Yes,9,21,4,2016,10964.726499999999
62.06,32.0,69481.85,172.83,1,No,10,8,5,2016,10725.829800000001
79.52,41.0,52011.0,140.46,0,No,7,3,1,2016,11169.3792
61.22,45.0,60315.19,119.03,1,No,12,5,3,2016,7287.0166
46.61,48.0,53922.43,123.13,0,Yes,14,8,4,2016,5739.0893
62.42,34.0,40183.75,203.84,1,No,0,11,3,2016,12723.6928
82.07,50.0,53922.43,122.31,0,Yes,21,9,5,2016,10037.981699999998
80.3,28.0,53058.91,217.37,0,No,23,29,2,2016,17454.811
37.0,30.0,57877.15,167.22,0,No,10,29,6,2016,6187.14
80.47,38.0,57868.44,130.83,1,Yes,14,19,5,2016,10527.8901
44.64,54.0,57691.95,182.2,0,Yes,20,31,3,2016,8133.407999999999
80.47,38.0,64564.07,122.04,1,Yes,15,1,1,2016,9820.5588
36.08,26.0,35521.88,131.76,1,No,13,18,3,2016,4753.900799999999
46.61,32.0,74166.24,190.41,0,Yes,21,6,4,2016,8875.0101
46.61,41.0,48335.2,109.07,1,Yes,23,31,5,2016,5083.7527
59.05,38.0,52736.33,123.13,0,Yes,14,19,5,2016,7270.826499999999
42.04,37.0,23936.86,253.17,0,No,23,28,2,2016,10643.2668
51.24,36.0,76003.47,140.46,0,Yes,22,8,5,2016,7197.170400000001
57.2,36.0,50628.31,140.15,0,Yes,20,17,2,2016,8016.580000000001
72.8,41.0,59243.46,143.13,1,No,11,3,4,2016,10419.864
44.4,30.0,58677.69,184.88,0,Yes,1,1,7,2016,8208.671999999999
80.46,38.0,18368.57,122.04,1,No,20,5,1,2016,9819.3384
59.05,22.0,73882.91,136.21,1,No,4,3,7,2016,8043.2005
81.75,33.0,60953.93,125.27,0,No,11,10,6,2016,10240.8225
46.61,21.0,43974.49,176.98,0,Yes,4,27,4,2016,8249.0378
51.24,54.0,53188.69,255.61,0,No,9,8,1,2016,13097.456400000001
69.15,27.0,36884.23,236.87,1,No,21,23,3,2016,16379.560500000001
65.77,28.0,71222.4,221.94,0,No,21,6,5,2016,14596.993799999998
81.75,33.0,39616.0,215.18,1,No,11,9,7,2016,17590.965
81.22,41.0,57846.68,259.76,0,No,20,5,7,2016,21097.7072
80.3,52.0,73049.3,195.69,1,Yes,6,24,3,2016,15713.907
65.59,39.0,65953.76,251.08,1,No,1,7,6,2016,16468.3372
34.66,42.0,71455.62,238.58,0,Yes,11,6,4,2016,8269.1828
43.49,37.0,39031.89,109.29,1,Yes,9,31,5,2016,4753.0221
51.24,32.0,55424.24,172.83,0,No,22,28,4,2016,8855.809200000002
59.59,22.0,31215.88,121.07,0,No,4,3,7,2016,7214.5613
65.59,37.0,51067.54,195.69,1,Yes,20,4,4,2016,12835.3071
40.47,19.0,33951.63,163.0,1,Yes,20,17,6,2016,6596.61
78.7,51.0,74535.94,188.56,1,Yes,15,10,3,2016,14839.672
40.04,34.0,40183.75,168.34,1,No,0,11,3,2016,6740.3336
44.64,36.0,59240.24,140.46,0,No,19,26,2,2016,6270.134400000001
71.84,31.0,56180.93,207.17,0,No,14,21,6,2016,14883.0928
65.19,39.0,38067.08,124.44,0,No,7,3,1,2016,8112.2436
66.08,33.0,41547.62,120.75,1,No,4,4,1,2016,7979.16
51.87,38.0,42760.22,124.32,0,No,0,11,3,2016,6448.478399999999
78.84,32.0,55424.24,178.92,1,Yes,21,9,6,2016,14106.0528
40.47,35.0,25603.93,236.87,0,No,1,18,7,2016,9586.1289
47.53,30.0,57877.15,201.58,0,Yes,10,21,7,2016,9581.0974
47.64,52.0,73049.3,124.67,0,Yes,16,30,3,2016,5939.2788
50.43,52.0,33951.63,117.75,1,No,6,24,3,2016,5938.1325
46.61,43.0,60575.99,157.04,0,Yes,21,17,4,2016,7319.6344
79.52,35.0,61428.18,259.76,0,No,5,6,7,2016,20656.115199999997
89.05,38.0,57868.44,130.83,1,Yes,18,23,1,2016,11650.4115
80.3,52.0,73049.3,186.37,1,Yes,8,19,7,2016,14965.511
40.47,35.0,25603.93,214.33,0,No,1,18,7,2016,8673.9351
40.01,45.0,59886.58,138.71,1,Yes,14,19,3,2016,5549.7871000000005
55.6,24.0,52252.91,182.2,0,Yes,21,12,1,2016,10130.32
80.71,29.0,69646.35,216.49,1,No,21,12,6,2016,17472.9079
76.87,34.0,38067.08,168.34,0,Yes,22,10,3,2016,12940.295800000002
67.56,39.0,38067.08,124.44,0,Yes,0,20,1,2016,8407.1664
59.59,38.0,57868.44,130.83,1,Yes,14,19,5,2016,7796.159700000001
72.23,29.0,49850.52,216.49,0,No,16,3,5,2016,15637.0727
35.33,29.0,72203.96,216.49,1,No,0,14,1,2016,7648.5917
55.6,35.0,73889.99,221.18,1,No,20,2,7,2016,12297.608
66.08,52.0,43974.49,157.04,0,Yes,16,30,3,2016,10377.2032
81.98,34.0,59785.94,160.03,0,No,19,10,4,2016,13119.2594
46.13,29.0,50055.33,217.1,1,No,2,26,1,2016,10014.823
89.05,41.0,50628.31,126.39,0,Yes,15,15,4,2016,11255.0295
55.6,54.0,53188.69,240.63,0,Yes,23,16,1,2016,13379.028
55.6,35.0,63976.44,236.87,0,No,20,2,7,2016,13169.972
82.79,35.0,25603.93,236.87,0,Yes,9,11,6,2016,19610.4673
71.33,37.0,69646.35,217.66,0,No,4,3,7,2016,15525.6878
54.88,22.0,73941.91,162.03,0,No,4,3,7,2016,8892.206400000001
46.14,19.0,58966.22,195.69,1,No,16,30,1,2016,9029.1366
80.31,31.0,56180.93,207.17,0,No,14,21,6,2016,16637.8227
60.39,36.0,70592.81,140.46,0,No,3,8,7,2016,8482.3794
32.91,27.0,36884.23,193.29,0,No,21,23,3,2016,6361.173899999999
55.71,31.0,28271.84,207.17,0,No,11,15,6,2016,11541.4407
36.37,36.0,29398.61,109.07,1,No,4,27,4,2016,3966.8758999999995
57.24,34.0,34191.23,114.53,1,Yes,18,5,4,2016,6555.6972000000005
41.73,44.0,50086.17,118.45,0,No,22,13,6,2016,4942.9185
62.26,32.0,69481.85,219.94,0,Yes,21,9,6,2016,13693.464399999999
47.64,49.0,45632.51,168.34,0,Yes,16,5,2,2016,8019.7176
63.89,25.0,25686.34,141.89,1,No,17,8,7,2016,9065.3521
89.0,22.0,44248.52,139.02,1,No,2,4,2,2016,12372.78
74.54,38.0,47510.42,170.13,0,Yes,19,15,1,2016,12681.4902
51.87,37.0,67132.46,181.02,0,No,20,19,2,2016,9389.5074
72.97,45.0,66574.0,174.88,1,Yes,2,16,6,2016,12760.9936
55.6,35.0,42993.48,221.18,1,No,20,2,7,2016,12297.608
65.56,29.0,53431.35,196.61,0,Yes,5,3,1,2016,12889.751600000001
42.04,39.0,74623.27,212.87,0,No,22,26,2,2016,8949.0548
53.92,39.0,65953.76,212.87,1,No,3,8,7,2016,11477.9504
40.04,28.0,72270.88,217.37,0,No,12,27,1,2016,8703.4948
71.28,35.0,42993.48,226.54,1,No,20,2,7,2016,16147.7712
60.7,19.0,58966.22,229.12,0,Yes,23,7,1,2016,13907.584
51.24,36.0,76003.47,140.46,0,Yes,16,3,1,2016,7197.170400000001
84.76,40.0,63394.41,140.46,0,No,18,17,1,2016,11905.389600000002
55.6,36.0,59240.24,141.52,0,No,19,26,2,2016,7868.512000000001
66.12,37.0,53058.91,208.24,0,No,22,8,1,2016,13768.828800000001
82.79,35.0,54429.17,219.94,0,No,3,12,1,2016,18208.8326
40.47,40.0,40468.53,140.46,0,No,18,17,1,2016,5684.416200000001
71.03,39.0,37334.78,124.44,0,Yes,22,8,5,2016,8838.9732
37.68,40.0,41232.89,117.3,1,Yes,15,1,1,2016,4419.864
83.16,27.0,31281.01,193.29,1,Yes,18,13,6,2016,16073.996399999998
65.59,36.0,32549.95,115.26,1,Yes,11,5,1,2016,7559.903400000001
43.49,37.0,23936.86,158.56,1,No,21,12,6,2016,6895.7744
60.7,49.0,39031.89,195.69,1,Yes,20,4,4,2016,11878.383
43.49,28.0,59677.64,217.37,1,No,17,15,3,2016,9453.4213
65.65,30.0,57877.15,167.22,0,No,20,15,3,2016,10977.993
76.58,44.0,41097.17,130.86,0,Yes,10,14,2,2016,10021.258800000001
43.49,37.0,23936.86,109.29,1,Yes,10,21,7,2016,4753.0221
66.08,33.0,43974.49,196.77,0,No,6,24,3,2016,13002.5616
83.4,34.0,59785.94,168.34,0,No,0,11,3,2016,14039.556
72.23,33.0,77988.71,162.03,0,No,9,14,1,2016,11703.4269
85.01,29.0,73910.9,136.18,1,No,5,9,2,2016,11576.661800000002
55.6,39.0,68877.02,222.25,0,No,19,26,2,2016,12357.1
87.85,25.0,56593.8,105.86,1,No,6,11,3,2016,9299.801
75.84,41.0,57846.68,120.63,0,No,4,3,7,2016,9148.5792
37.0,30.0,70492.6,140.15,1,Yes,15,1,1,2016,5185.55
80.3,52.0,33951.63,130.86,1,Yes,8,19,7,2016,10508.058
59.59,48.0,62784.85,159.77,0,Yes,22,15,1,2016,9520.694300000001
44.4,32.0,69481.85,178.92,1,Yes,3,9,1,2016,7944.047999999999
81.58,43.0,73538.09,167.86,1,Yes,10,12,2,2016,13694.018800000002
75.24,25.0,50506.44,241.03,0,No,2,28,4,2016,18135.0972
88.04,41.0,57846.68,131.72,1,Yes,11,13,5,2016,11596.6288
86.06,29.0,53431.35,217.1,1,Yes,15,1,1,2016,18683.626
76.2,22.0,69456.83,121.07,0,No,4,3,7,2016,9225.534
41.73,31.0,61840.26,133.17,1,Yes,7,29,4,2016,5557.1840999999995
49.42,30.0,57877.15,172.83,0,No,22,28,4,2016,8541.258600000001
55.6,32.0,55424.24,178.92,1,No,10,8,5,2016,9947.952
55.6,24.0,52252.91,202.61,1,No,7,5,1,2016,11265.116000000002
74.06,28.0,71222.4,217.37,0,Yes,12,4,5,2016,16098.4222
36.08,45.0,57195.96,174.88,0,No,15,17,1,2016,6309.6704
43.49,28.0,39031.89,124.34,1,Yes,14,20,6,2016,5407.546600000001
74.54,42.0,60514.05,238.58,0,Yes,11,6,4,2016,17783.753200000003
84.98,40.0,73882.91,229.22,1,No,4,3,7,2016,19479.1156
75.84,22.0,48335.2,136.21,0,No,8,23,5,2016,10330.166400000002
74.54,41.0,57846.68,120.63,0,No,20,5,1,2016,8991.7602
56.39,29.0,69646.35,200.71,0,No,21,12,6,2016,11318.036900000001
39.96,26.0,74903.41,228.78,1,No,12,15,2,2016,9142.0488
78.36,44.0,65883.39,184.94,1,No,16,30,1,2016,14491.8984
54.47,35.0,73889.99,225.58,0,No,1,18,7,2016,12287.3426
60.72,28.0,67669.06,217.37,1,No,16,5,1,2016,13198.7064
45.01,27.0,36884.23,203.9,1,No,3,8,7,2016,9177.539
66.79,52.0,73049.3,186.37,1,Yes,8,19,7,2016,12447.652300000002
47.74,40.0,55499.69,158.42,1,Yes,21,3,4,2016,7562.9708
72.55,39.0,39840.55,131.98,0,No,23,29,2,2016,9575.149
79.91,26.0,31265.75,202.61,1,No,13,18,3,2016,16190.5651
51.24,53.0,74535.94,138.68,0,No,13,17,2,2016,7105.963200000001
76.58,29.0,69646.35,120.06,0,No,21,12,6,2016,9194.1948
43.49,37.0,58235.21,181.02,1,Yes,20,4,4,2016,7872.559800000001
80.51,48.0,65956.71,225.02,1,Yes,1,17,7,2016,18116.360200000003
54.88,44.0,64267.88,229.12,1,No,1,3,6,2016,12574.1056
66.08,33.0,44174.25,123.13,0,Yes,21,12,5,2016,8136.430399999999
53.68,27.0,39193.45,168.92,1,No,3,8,7,2016,9067.6256
73.49,26.0,51317.33,190.17,0,Yes,18,5,7,2016,13975.593299999999
89.71,36.0,76003.47,140.46,0,Yes,11,5,1,2016,12600.6666
85.86,26.0,35521.88,131.68,1,No,19,8,1,2016,11306.0448
56.39,40.0,40468.53,167.22,0,No,19,26,2,2016,9429.5358
53.68,29.0,69646.35,216.49,1,No,3,8,7,2016,11621.183200000001
44.15,31.0,61840.26,207.17,1,No,14,21,6,2016,9146.555499999999
